Date,Region_Name,Area_Code,Average_Price_SA
2009-05-01,East Midlands,E12000004,128900.6785
2009-05-01,West Midlands Region,E12000005,138249.3723
2009-05-01,London,E12000007,248073.0698
2009-05-01,Yorkshire and The Humber,E12000003,125034.997
2009-05-01,East of England,E12000006,172726.6254
2009-05-01,England and Wales,K04000001,159919.6412
2009-05-01,Great Britain,K03000001,156992.0406
2009-05-01,United Kingdom,K02000001,156483.3207
2009-06-01,England,E92000001,162757.6927
2009-06-01,Wales,W92000004,124634.828
2009-06-01,Scotland,S92000003,127827.5946
2009-06-01,East Midlands,E12000004,131074.9279
2009-06-01,East of England,E12000006,173408.5502
2009-06-01,Yorkshire and The Humber,E12000003,125679.6872
2009-06-01,West Midlands Region,E12000005,137680.4811
2009-06-01,South East,E12000008,198628.0839
2009-06-01,South West,E12000009,176180.4299
2009-06-01,London,E12000007,252420.695
2009-06-01,North East,E12000001,116925.3172
2009-06-01,North West,E12000002,126513.1798
2009-06-01,England and Wales,K04000001,160735.064
2009-06-01,Great Britain,K03000001,157720.3079
2009-06-01,United Kingdom,K02000001,157296.355
2009-07-01,Scotland,S92000003,128443.3523
2009-07-01,Wales,W92000004,126601.8084
2009-07-01,England,E92000001,164270.1888
2009-07-01,West Midlands Region,E12000005,141407.7607
2009-07-01,London,E12000007,252599.3184
2009-07-01,South West,E12000009,176584.9553
2009-07-01,North West,E12000002,128100.9778
2009-07-01,South East,E12000008,200203.6388
2009-07-01,North East,E12000001,117335.876
2009-07-01,East Midlands,E12000004,131062.71
2009-07-01,East of England,E12000006,175440.8504
2009-07-01,Yorkshire and The Humber,E12000003,128357.5554
2009-07-01,England and Wales,K04000001,162259.9925
2009-07-01,Great Britain,K03000001,159150.5634
2009-07-01,United Kingdom,K02000001,158717.9363
2009-08-01,Scotland,S92000003,128667.9194
2009-08-01,Wales,W92000004,126386.1185
2009-08-01,England,E92000001,165947.8581
2009-08-01,North East,E12000001,117854.7213
2009-08-01,North West,E12000002,128317.0555
2009-08-01,South West,E12000009,178188.4142
2009-08-01,Yorkshire and The Humber,E12000003,128198.1458
2009-08-01,London,E12000007,256858.2763
2009-08-01,West Midlands Region,E12000005,142066.4483
2009-08-01,East of England,E12000006,177334.7699
2009-08-01,South East,E12000008,204180.4791
2009-08-01,East Midlands,E12000004,132764.2981
2009-08-01,England and Wales,K04000001,163882.1779
2009-08-01,Great Britain,K03000001,160624.5638
2009-08-01,United Kingdom,K02000001,160214.7015
2009-09-01,Scotland,S92000003,128827.3348
2009-09-01,Wales,W92000004,127127.3007
2009-09-01,England,E92000001,167948.3095
2009-09-01,West Midlands Region,E12000005,142689.9039
2009-09-01,East of England,E12000006,180315.9368
2009-09-01,East Midlands,E12000004,134330.0428
2009-09-01,North East,E12000001,119962.5045
2009-09-01,South East,E12000008,206162.1371
2009-09-01,South West,E12000009,180821.3624
2009-09-01,London,E12000007,262531.2845
2009-09-01,North West,E12000002,129591.0214
2009-09-01,Yorkshire and The Humber,E12000003,128940.0259
2009-09-01,England and Wales,K04000001,165845.5324
2009-09-01,Great Britain,K03000001,162436.4003
2009-09-01,United Kingdom,K02000001,162100.3392
2009-10-01,Scotland,S92000003,130797.442
2009-10-01,England,E92000001,170208.1494
2009-10-01,Wales,W92000004,129310.5137
2009-10-01,East of England,E12000006,181669.401
2009-10-01,East Midlands,E12000004,136197.5298
2009-10-01,West Midlands Region,E12000005,145332.704
2009-10-01,North West,E12000002,130994.2048
2009-10-01,Yorkshire and The Humber,E12000003,131515.5719
2009-10-01,South East,E12000008,208915.3118
2009-10-01,South West,E12000009,182659.2266
2009-10-01,London,E12000007,266954.2671
2009-10-01,North East,E12000001,120405.2674
2009-10-01,England and Wales,K04000001,168052.3515
2009-10-01,Great Britain,K03000001,164590.6046
2009-10-01,United Kingdom,K02000001,164246.6158
2009-11-01,Wales,W92000004,129579.1407
2009-11-01,Scotland,S92000003,132687.1675
2009-11-01,England,E92000001,171759.7649
2009-11-01,Yorkshire and The Humber,E12000003,132271.7768
2009-11-01,East Midlands,E12000004,137059.8088
2009-11-01,West Midlands Region,E12000005,144935.0166
2009-11-01,London,E12000007,268435.7092
2009-11-01,North East,E12000001,120935.3898
2009-11-01,East of England,E12000006,183623.9354
2009-11-01,South East,E12000008,210821.4751
2009-11-01,North West,E12000002,132536.5406
2009-11-01,South West,E12000009,184456.0799
2009-11-01,England and Wales,K04000001,169428.2324
2009-11-01,Great Britain,K03000001,166056.838
2009-11-01,United Kingdom,K02000001,165584.7012
2009-12-01,England,E92000001,173329.0214
2009-12-01,Scotland,S92000003,133193.8196
2009-12-01,Wales,W92000004,132512.6048
2009-12-01,South East,E12000008,211215.1397
2009-12-01,East Midlands,E12000004,138859.2445
2009-12-01,East of England,E12000006,185210.4697
2009-12-01,West Midlands Region,E12000005,146885.601
2009-12-01,Yorkshire and The Humber,E12000003,132734.5041
2009-12-01,South West,E12000009,186871.9653
2009-12-01,London,E12000007,270805.7374
2009-12-01,North West,E12000002,133811.7083
2009-12-01,North East,E12000001,123111.7199
2009-12-01,England and Wales,K04000001,171125.4772
2009-12-01,Great Britain,K03000001,167625.0174
2009-12-01,United Kingdom,K02000001,166905.8882
2010-01-01,Scotland,S92000003,129959.1321
2010-01-01,Wales,W92000004,128754.1867
2010-01-01,England,E92000001,174872.8599
2010-01-01,South West,E12000009,188380.0864
2010-01-01,Yorkshire and The Humber,E12000003,133304.7153
2010-01-01,North West,E12000002,131426.7428
2010-01-01,South East,E12000008,217879.2129
2010-01-01,West Midlands Region,E12000005,146770.0709
2010-01-01,North East,E12000001,119737.9609
2010-01-01,London,E12000007,278864.8744
2010-01-01,East Midlands,E12000004,137185.9583
2010-01-01,East of England,E12000006,187803.3836
2010-01-01,England and Wales,K04000001,172444.3013
2010-01-01,Great Britain,K03000001,168468.0944
2010-01-01,United Kingdom,K02000001,167873.0187
2010-02-01,England,E92000001,176301.7389
2010-02-01,Scotland,S92000003,130817.3915
2010-02-01,Wales,W92000004,129195.4732
2010-02-01,London,E12000007,280761.409
2010-02-01,East Midlands,E12000004,140290.708
2010-02-01,East of England,E12000006,189361.9647
2010-02-01,Yorkshire and The Humber,E12000003,132429.4586
2010-02-01,North West,E12000002,133330.358
2010-02-01,South East,E12000008,218942.1787
2010-02-01,West Midlands Region,E12000005,148228.4177
2010-02-01,North East,E12000001,122054.8207
2010-02-01,South West,E12000009,189840.8072
2010-02-01,England and Wales,K04000001,173644.6701
2010-02-01,Great Britain,K03000001,169562.1243
2010-02-01,United Kingdom,K02000001,168882.0252
2010-03-01,Wales,W92000004,132939.879
2010-03-01,England,E92000001,176399.0911
2010-03-01,Scotland,S92000003,130876.3709
2010-03-01,East Midlands,E12000004,138166.1774
2010-03-01,West Midlands Region,E12000005,147759.6681
2010-03-01,Yorkshire and The Humber,E12000003,132980.9258
2010-03-01,East of England,E12000006,190239.4635
2010-03-01,North East,E12000001,122386.4233
2010-03-01,South West,E12000009,189673.9578
2010-03-01,North West,E12000002,132886.1887
2010-03-01,South East,E12000008,219162.999
2010-03-01,London,E12000007,283309.4703
2010-03-01,England and Wales,K04000001,174063.5313
2010-03-01,Great Britain,K03000001,169910.3985
2010-03-01,United Kingdom,K02000001,169075.4248
2010-04-01,Wales,W92000004,131190.7464
2010-04-01,England,E92000001,176652.3549
2010-04-01,Scotland,S92000003,132222.6327
2010-04-01,West Midlands Region,E12000005,148934.6352
2010-04-01,East of England,E12000006,191042.1744
2010-04-01,South East,E12000008,219523.4466
2010-04-01,South West,E12000009,190296.7609
2010-04-01,North West,E12000002,133017.7723
2010-04-01,East Midlands,E12000004,139191.9401
2010-04-01,North East,E12000001,121104.1835
2010-04-01,London,E12000007,281900.0017
2010-04-01,Yorkshire and The Humber,E12000003,133080.1089
2010-04-01,England and Wales,K04000001,174240.8589
2010-04-01,Great Britain,K03000001,170253.7116
2010-04-01,United Kingdom,K02000001,169235.1779
2010-05-01,England,E92000001,176805.1842
2010-05-01,Scotland,S92000003,130565.8862
2010-05-01,Wales,W92000004,131251.7914
2010-05-01,North West,E12000002,132897.7015
2010-05-01,North East,E12000001,119874.7882
2010-05-01,Yorkshire and The Humber,E12000003,132469.4999
2010-05-01,South West,E12000009,191715.4573
2010-05-01,East Midlands,E12000004,140651.937
2010-05-01,East of England,E12000006,190803.279
2010-05-01,London,E12000007,279560.7728
2010-05-01,West Midlands Region,E12000005,148438.2075
2010-05-01,South East,E12000008,219976.4392
2010-05-01,England and Wales,K04000001,174365.4105
2010-05-01,Great Britain,K03000001,170173.1478
2010-05-01,United Kingdom,K02000001,169303.6584
2010-06-01,Scotland,S92000003,130235.4816
2010-06-01,England,E92000001,176871.0299
2010-06-01,Wales,W92000004,130577.3572
2010-06-01,Yorkshire and The Humber,E12000003,132824.692
2010-06-01,North East,E12000001,119628.0758
2010-06-01,South East,E12000008,221144.8723
2010-06-01,West Midlands Region,E12000005,148884.4571
2010-06-01,South West,E12000009,191350.1095
2010-06-01,London,E12000007,283235.6487
2010-06-01,North West,E12000002,132355.5006
2010-06-01,East Midlands,E12000004,140016.3678
2010-06-01,East of England,E12000006,191142.7151
2010-06-01,England and Wales,K04000001,174397.6061
2010-06-01,Great Britain,K03000001,170162.0312
2010-06-01,United Kingdom,K02000001,169328.6453
2010-07-01,England,E92000001,177000.2302
2010-07-01,Scotland,S92000003,130750.2594
2010-07-01,Wales,W92000004,132214.4421
2010-07-01,London,E12000007,285202.1678
2010-07-01,East of England,E12000006,191718.8805
2010-07-01,East Midlands,E12000004,139658.228
2010-07-01,North East,E12000001,119799.9138
2010-07-01,North West,E12000002,131292.8151
2010-07-01,West Midlands Region,E12000005,148860.3553
2010-07-01,South East,E12000008,221942.5002
2010-07-01,South West,E12000009,191166.2436
2010-07-01,Yorkshire and The Humber,E12000003,133410.5858
2010-07-01,England and Wales,K04000001,174584.8145
2010-07-01,Great Britain,K03000001,170359.7707
2010-07-01,United Kingdom,K02000001,169505.718
2010-08-01,Wales,W92000004,130184.3645
2010-08-01,Scotland,S92000003,129955.1791
2010-08-01,England,E92000001,177007.2389
2010-08-01,London,E12000007,284985.0496
2010-08-01,East of England,E12000006,190813.9649
2010-08-01,West Midlands Region,E12000005,147907.1321
2010-08-01,South East,E12000008,221267.1191
2010-08-01,Yorkshire and The Humber,E12000003,132619.3325
2010-08-01,South West,E12000009,192265.3378
2010-08-01,North East,E12000001,121053.8767
2010-08-01,North West,E12000002,132133.689
2010-08-01,East Midlands,E12000004,140232.5748
2010-08-01,England and Wales,K04000001,174527.2232
2010-08-01,Great Britain,K03000001,170230.8439
2010-08-01,United Kingdom,K02000001,169380.4116
2010-09-01,England,E92000001,176883.661
2010-09-01,Scotland,S92000003,130790.2142
2010-09-01,Wales,W92000004,130945.476
2010-09-01,East Midlands,E12000004,139793.6832
2010-09-01,East of England,E12000006,192722.7695
2010-09-01,London,E12000007,284630.2472
2010-09-01,North East,E12000001,118360.4282
2010-09-01,North West,E12000002,131409.4304
2010-09-01,Yorkshire and The Humber,E12000003,132221.7146
2010-09-01,South East,E12000008,221140.696
2010-09-01,South West,E12000009,192194.4007
2010-09-01,West Midlands Region,E12000005,149733.449
2010-09-01,England and Wales,K04000001,174459.3697
2010-09-01,Great Britain,K03000001,170247.7354
2010-09-01,United Kingdom,K02000001,169558.7869
2010-10-01,Wales,W92000004,132092.5658
2010-10-01,England,E92000001,176198.5462
2010-10-01,Scotland,S92000003,131622.1557
2010-10-01,West Midlands Region,E12000005,147592.5983
2010-10-01,East Midlands,E12000004,138990.3857
2010-10-01,East of England,E12000006,190521.0568
2010-10-01,Yorkshire and The Humber,E12000003,130806.7472
2010-10-01,South East,E12000008,219955.7009
2010-10-01,South West,E12000009,191708.4946
2010-10-01,North West,E12000002,130987.9478
2010-10-01,North East,E12000001,122072.833
2010-10-01,London,E12000007,284224.7223
2010-10-01,England and Wales,K04000001,173856.1609
2010-10-01,Great Britain,K03000001,169759.6646
2010-10-01,United Kingdom,K02000001,168898.5519
2010-11-01,England,E92000001,175252.9936
2010-11-01,Scotland,S92000003,129974.6845
2010-11-01,Wales,W92000004,125803.2457
2010-11-01,North East,E12000001,117233.8109
2010-11-01,London,E12000007,283931.6227
2010-11-01,South West,E12000009,190481.6397
2010-11-01,North West,E12000002,130190.5381
2010-11-01,East of England,E12000006,190245.3878
2010-11-01,East Midlands,E12000004,138451.491
2010-11-01,South East,E12000008,218718.9014
2010-11-01,Yorkshire and The Humber,E12000003,129534.5381
2010-11-01,West Midlands Region,E12000005,147866.4574
2010-11-01,England and Wales,K04000001,172454.9703
2010-11-01,Great Britain,K03000001,168403.0017
2010-11-01,United Kingdom,K02000001,167560.3228
2010-12-01,England,E92000001,175334.9628
2010-12-01,Wales,W92000004,128655.5418
2010-12-01,Scotland,S92000003,129940.7687
2010-12-01,North East,E12000001,117808.4079
2010-12-01,East of England,E12000006,190312.5469
2010-12-01,East Midlands,E12000004,137406.2356
2010-12-01,Yorkshire and The Humber,E12000003,130324.0279
2010-12-01,North West,E12000002,129539.3676
2010-12-01,West Midlands Region,E12000005,147055.7578
2010-12-01,London,E12000007,285691.9637
2010-12-01,South East,E12000008,218243.58
2010-12-01,South West,E12000009,190003.5382
2010-12-01,England and Wales,K04000001,172806.8583
2010-12-01,Great Britain,K03000001,168704.1664
2010-12-01,United Kingdom,K02000001,167598.9338
2011-01-01,Scotland,S92000003,130417.7592
2011-01-01,Wales,W92000004,128525.0244
2011-01-01,England,E92000001,174873.1868
2011-01-01,West Midlands Region,E12000005,146758.4067
2011-01-01,Yorkshire and The Humber,E12000003,129540.8729
2011-01-01,South East,E12000008,216751.8407
2011-01-01,South West,E12000009,188871.9992
2011-01-01,London,E12000007,287186.2357
2011-01-01,North East,E12000001,117080.6295
2011-01-01,North West,E12000002,130275.0342
2011-01-01,East Midlands,E12000004,137091.2866
2011-01-01,East of England,E12000006,189300.8099
2011-01-01,England and Wales,K04000001,172413.4054
2011-01-01,Great Britain,K03000001,168637.6553
2011-01-01,United Kingdom,K02000001,167653.732
2011-02-01,England,E92000001,174781.7249
2011-02-01,Scotland,S92000003,129848.2311
2011-02-01,Wales,W92000004,129265.0079
2011-02-01,South West,E12000009,188224.1622
2011-02-01,East of England,E12000006,188571.2145
2011-02-01,Yorkshire and The Humber,E12000003,130382.7677
2011-02-01,East Midlands,E12000004,137817.3167
2011-02-01,South East,E12000008,218806.8336
2011-02-01,West Midlands Region,E12000005,145196.4818
2011-02-01,North West,E12000002,128962.4848
2011-02-01,North East,E12000001,116945.9031
2011-02-01,London,E12000007,287624.4101
2011-02-01,England and Wales,K04000001,172237.2056
2011-02-01,Great Britain,K03000001,168356.2817
2011-02-01,United Kingdom,K02000001,167313.3705
2011-03-01,Scotland,S92000003,128164.6924
2011-03-01,Wales,W92000004,127041.2457
2011-03-01,England,E92000001,174493.0143
2011-03-01,West Midlands Region,E12000005,144232.1703
2011-03-01,North West,E12000002,129231.2802
2011-03-01,London,E12000007,290598.3221
2011-03-01,North East,E12000001,114782.6606
2011-03-01,Yorkshire and The Humber,E12000003,127805.1501
2011-03-01,East Midlands,E12000004,137197.3393
2011-03-01,East of England,E12000006,190635.7273
2011-03-01,South East,E12000008,218187.6743
2011-03-01,South West,E12000009,188630.5369
2011-03-01,England and Wales,K04000001,171919.1466
2011-03-01,Great Britain,K03000001,167770.8567
2011-03-01,United Kingdom,K02000001,166654.8171
2011-04-01,Wales,W92000004,128645.4871
2011-04-01,England,E92000001,175107.8771
2011-04-01,Scotland,S92000003,129071.3475
2011-04-01,East of England,E12000006,189186.2299
2011-04-01,London,E12000007,293674.491
2011-04-01,Yorkshire and The Humber,E12000003,130719.5301
2011-04-01,West Midlands Region,E12000005,145357.8318
2011-04-01,South West,E12000009,187639.969
2011-04-01,South East,E12000008,219250.67
2011-04-01,North East,E12000001,117143.5019
2011-04-01,North West,E12000002,128416.3874
2011-04-01,East Midlands,E12000004,136239.9014
2011-04-01,England and Wales,K04000001,172632.678
2011-04-01,Great Britain,K03000001,168627.9827
2011-04-01,United Kingdom,K02000001,167399.3433
2011-05-01,Scotland,S92000003,127699.772
2011-05-01,Wales,W92000004,126985.6345
2011-05-01,England,E92000001,173774.1881
2011-05-01,South West,E12000009,186832.2223
2011-05-01,East Midlands,E12000004,136314.2259
2011-05-01,North West,E12000002,127505.2153
2011-05-01,South East,E12000008,218298.0959
2011-05-01,North East,E12000001,117212.7202
2011-05-01,London,E12000007,282406.0882
2011-05-01,East of England,E12000006,188610.1569
2011-05-01,Yorkshire and The Humber,E12000003,129458.6289
2011-05-01,West Midlands Region,E12000005,144721.7212
2011-05-01,England and Wales,K04000001,171250.2777
2011-05-01,Great Britain,K03000001,167248.6679
2011-05-01,United Kingdom,K02000001,166024.4424
2011-06-01,England,E92000001,173125.6939
2011-06-01,Wales,W92000004,126928.4931
2011-06-01,Scotland,S92000003,127469.1974
2011-06-01,South East,E12000008,218140.9033
2011-06-01,East Midlands,E12000004,135835.3272
2011-06-01,East of England,E12000006,188667.6756
2011-06-01,North East,E12000001,115753.8443
2011-06-01,North West,E12000002,126245.1965
2011-06-01,London,E12000007,284577.7982
2011-06-01,West Midlands Region,E12000005,143937.942
2011-06-01,South West,E12000009,187639.9657
2011-06-01,Yorkshire and The Humber,E12000003,127795.1109
2011-06-01,England and Wales,K04000001,170653.5405
2011-06-01,Great Britain,K03000001,166658.825
2011-06-01,United Kingdom,K02000001,165527.49
2011-07-01,Wales,W92000004,126808.0115
2011-07-01,Scotland,S92000003,128826.0419
2011-07-01,England,E92000001,173690.2655
2011-07-01,London,E12000007,288185.3883
2011-07-01,North East,E12000001,114204.2792
2011-07-01,East of England,E12000006,188698.0939
2011-07-01,East Midlands,E12000004,136923.1125
2011-07-01,South East,E12000008,219222.318
2011-07-01,South West,E12000009,187848.1218
2011-07-01,North West,E12000002,127783.2922
2011-07-01,West Midlands Region,E12000005,144022.6141
2011-07-01,Yorkshire and The Humber,E12000003,127551.9337
2011-07-01,England and Wales,K04000001,171154.4561
2011-07-01,Great Britain,K03000001,167241.8476
2011-07-01,United Kingdom,K02000001,166118.8874
2011-08-01,England,E92000001,173580.6415
2011-08-01,Scotland,S92000003,128736.6291
2011-08-01,Wales,W92000004,127322.7156
2011-08-01,North West,E12000002,127787.5799
2011-08-01,London,E12000007,288817.5049
2011-08-01,East of England,E12000006,189391.888
2011-08-01,North East,E12000001,112047.1325
2011-08-01,East Midlands,E12000004,136978.989
2011-08-01,West Midlands Region,E12000005,143515.8029
2011-08-01,Yorkshire and The Humber,E12000003,128209.1019
2011-08-01,South West,E12000009,188178.6069
2011-08-01,South East,E12000008,217272.9649
2011-08-01,England and Wales,K04000001,171105.043
2011-08-01,Great Britain,K03000001,167182.6358
2011-08-01,United Kingdom,K02000001,166011.4666
2011-09-01,England,E92000001,173569.8896
2011-09-01,Wales,W92000004,128775.867
2011-09-01,Scotland,S92000003,128961.194
2011-09-01,North West,E12000002,127498.904
2011-09-01,Yorkshire and The Humber,E12000003,128370.0503
2011-09-01,East of England,E12000006,188580.4489
2011-09-01,East Midlands,E12000004,136677.4188
2011-09-01,London,E12000007,289665.6177
2011-09-01,North East,E12000001,113430.0705
2011-09-01,South East,E12000008,217729.4583
2011-09-01,South West,E12000009,186097.6934
2011-09-01,West Midlands Region,E12000005,145389.1002
2011-09-01,England and Wales,K04000001,171176.8829
2011-09-01,Great Britain,K03000001,167279.3954
2011-09-01,United Kingdom,K02000001,166196.1572
2011-10-01,Wales,W92000004,127044.6381
2011-10-01,England,E92000001,173569.1702
2011-10-01,Scotland,S92000003,127014.0017
2011-10-01,West Midlands Region,E12000005,143296.3793
2011-10-01,East Midlands,E12000004,135513.3982
2011-10-01,London,E12000007,290355.8649
2011-10-01,North West,E12000002,127662.3401
2011-10-01,Yorkshire and The Humber,E12000003,127236.7294
2011-10-01,East of England,E12000006,189100.7433
2011-10-01,North East,E12000001,113760.9881
2011-10-01,South West,E12000009,187386.2282
2011-10-01,South East,E12000008,217218.3324
2011-10-01,England and Wales,K04000001,171077.3245
2011-10-01,Great Britain,K03000001,167013.0881
2011-10-01,United Kingdom,K02000001,165673.0857
2011-11-01,England,E92000001,174115.0511
2011-11-01,Scotland,S92000003,126759.3651
2011-11-01,Wales,W92000004,128751.2512
2011-11-01,East Midlands,E12000004,136351.6213
2011-11-01,East of England,E12000006,190564.9947
2011-11-01,Yorkshire and The Humber,E12000003,127800.6037
2011-11-01,West Midlands Region,E12000005,144560.5187
2011-11-01,North East,E12000001,114213.923
2011-11-01,London,E12000007,292601.5295
2011-11-01,South West,E12000009,187856.5424
2011-11-01,South East,E12000008,218960.7394
2011-11-01,North West,E12000002,126396.7983
2011-11-01,England and Wales,K04000001,171599.4318
2011-11-01,Great Britain,K03000001,167490.2545
2011-11-01,United Kingdom,K02000001,166326.5935
2011-12-01,Wales,W92000004,127169.1049
2011-12-01,Scotland,S92000003,126153.7203
2011-12-01,England,E92000001,174137.4367
2011-12-01,West Midlands Region,E12000005,142232.4259
2011-12-01,Yorkshire and The Humber,E12000003,127267.4124
2011-12-01,East Midlands,E12000004,137155.735
2011-12-01,East of England,E12000006,190698.9996
2011-12-01,North West,E12000002,126430.7337
2011-12-01,South West,E12000009,187734.456
2011-12-01,North East,E12000001,113589.6093
2011-12-01,London,E12000007,292207.9363
2011-12-01,South East,E12000008,218984.5468
2011-12-01,England and Wales,K04000001,171586.8872
2011-12-01,Great Britain,K03000001,167381.9219
2011-12-01,United Kingdom,K02000001,165988.18
2012-01-01,Scotland,S92000003,126125.6751
2012-01-01,England,E92000001,174595.1113
2012-01-01,Wales,W92000004,127553.7095
2012-01-01,East Midlands,E12000004,136903.9059
2012-01-01,East of England,E12000006,191840.2308
2012-01-01,South East,E12000008,217801.4773
2012-01-01,Yorkshire and The Humber,E12000003,127307.3906
2012-01-01,North East,E12000001,113074.3029
2012-01-01,North West,E12000002,126107.1377
2012-01-01,West Midlands Region,E12000005,145247.1141
2012-01-01,London,E12000007,293852.5056
2012-01-01,South West,E12000009,189741.0367
2012-01-01,England and Wales,K04000001,172063.0562
2012-01-01,Great Britain,K03000001,167799.1387
2012-01-01,United Kingdom,K02000001,166174.7345
2012-02-01,Wales,W92000004,127526.1384
2012-02-01,England,E92000001,175079.9762
2012-02-01,Scotland,S92000003,125421.9539
2012-02-01,West Midlands Region,E12000005,144303.301
2012-02-01,Yorkshire and The Humber,E12000003,127352.6847
2012-02-01,London,E12000007,295042.5249
2012-02-01,East Midlands,E12000004,136544.8555
2012-02-01,East of England,E12000006,191572.8732
2012-02-01,South West,E12000009,190183.6195
2012-02-01,South East,E12000008,220147.7414
2012-02-01,North East,E12000001,114073.5452
2012-02-01,North West,E12000002,127103.1479
2012-02-01,England and Wales,K04000001,172447.6654
2012-02-01,Great Britain,K03000001,167927.8422
2012-02-01,United Kingdom,K02000001,166252.8017
2012-03-01,England,E92000001,175655.8346
2012-03-01,Scotland,S92000003,127400.5244
2012-03-01,Wales,W92000004,127961.5599
2012-03-01,West Midlands Region,E12000005,145783.13
2012-03-01,South East,E12000008,221388.443
2012-03-01,East Midlands,E12000004,137388.5596
2012-03-01,East of England,E12000006,191131.0878
2012-03-01,London,E12000007,294534.4079
2012-03-01,Yorkshire and The Humber,E12000003,128428.3271
2012-03-01,South West,E12000009,189037.5321
2012-03-01,North East,E12000001,115570.9015
2012-03-01,North West,E12000002,129155.864
2012-03-01,England and Wales,K04000001,173041.1345
2012-03-01,Great Britain,K03000001,168371.6911
2012-03-01,United Kingdom,K02000001,166749.2913
2012-04-01,England,E92000001,175916.7932
2012-04-01,Scotland,S92000003,124542.4001
2012-04-01,Wales,W92000004,127603.759
2012-04-01,East Midlands,E12000004,137896.1341
2012-04-01,Yorkshire and The Humber,E12000003,127221.5457
2012-04-01,East of England,E12000006,192612.5931
2012-04-01,West Midlands Region,E12000005,144246.9338
2012-04-01,South West,E12000009,189808.0788
2012-04-01,South East,E12000008,224042.1877
2012-04-01,North West,E12000002,127286.5194
2012-04-01,North East,E12000001,113704.9364
2012-04-01,London,E12000007,298502.0793
2012-04-01,England and Wales,K04000001,173341.9755
2012-04-01,Great Britain,K03000001,168664.2538
2012-04-01,United Kingdom,K02000001,167009.6432
2012-05-01,England,E92000001,176067.3937
2012-05-01,Scotland,S92000003,124535.3809
2012-05-01,Wales,W92000004,127356.9462
2012-05-01,North West,E12000002,126306.2586
2012-05-01,London,E12000007,301707.5183
2012-05-01,North East,E12000001,113089.7097
2012-05-01,South East,E12000008,223382.0708
2012-05-01,East Midlands,E12000004,137028.6193
2012-05-01,East of England,E12000006,192692.2252
2012-05-01,Yorkshire and The Humber,E12000003,127357.5163
2012-05-01,West Midlands Region,E12000005,143230.4386
2012-05-01,South West,E12000009,189767.6689
2012-05-01,England and Wales,K04000001,173425.4198
2012-05-01,Great Britain,K03000001,168732.0681
2012-05-01,United Kingdom,K02000001,166972.4267
2012-06-01,England,E92000001,176984.9676
2012-06-01,Scotland,S92000003,124906.9523
2012-06-01,Wales,W92000004,128532.4477
2012-06-01,North West,E12000002,127562.3329
2012-06-01,London,E12000007,305385.1671
2012-06-01,North East,E12000001,113519.1177
2012-06-01,East Midlands,E12000004,137597.2504
2012-06-01,Yorkshire and The Humber,E12000003,128473.5187
2012-06-01,East of England,E12000006,193069.3977
2012-06-01,West Midlands Region,E12000005,145838.1594
2012-06-01,South West,E12000009,190127.0618
2012-06-01,South East,E12000008,223252.3852
2012-06-01,England and Wales,K04000001,174374.823
2012-06-01,Great Britain,K03000001,169601.155
2012-06-01,United Kingdom,K02000001,167882.9648
2012-07-01,Scotland,S92000003,123043.1226
2012-07-01,Wales,W92000004,127700.253
2012-07-01,England,E92000001,176383.7808
2012-07-01,South West,E12000009,190221.6976
2012-07-01,London,E12000007,301116.347
2012-07-01,South East,E12000008,223816.1388
2012-07-01,West Midlands Region,E12000005,145192.9606
2012-07-01,East of England,E12000006,193110.9515
2012-07-01,Yorkshire and The Humber,E12000003,127644.8999
2012-07-01,East Midlands,E12000004,137963.9283
2012-07-01,North West,E12000002,126611.9745
2012-07-01,North East,E12000001,113543.9727
2012-07-01,England and Wales,K04000001,173751.2365
2012-07-01,Great Britain,K03000001,168859.8027
2012-07-01,United Kingdom,K02000001,167052.4929
2012-08-01,England,E92000001,176341.2224
2012-08-01,Scotland,S92000003,122991.5139
2012-08-01,Wales,W92000004,126796.596
2012-08-01,West Midlands Region,E12000005,144696.5601
2012-08-01,Yorkshire and The Humber,E12000003,127650.6293
2012-08-01,South East,E12000008,224578.7826
2012-08-01,East of England,E12000006,193021.2795
2012-08-01,North East,E12000001,114707.0322
2012-08-01,East Midlands,E12000004,136220.5959
2012-08-01,North West,E12000002,126614.3554
2012-08-01,South West,E12000009,188442.317
2012-08-01,London,E12000007,303413.157
2012-08-01,England and Wales,K04000001,173654.7369
2012-08-01,Great Britain,K03000001,168720.5608
2012-08-01,United Kingdom,K02000001,166937.6831
2012-09-01,England,E92000001,176424.6394
2012-09-01,Scotland,S92000003,122884.2942
2012-09-01,Wales,W92000004,125777.1531
2012-09-01,South East,E12000008,225016.0047
2012-09-01,South West,E12000009,188253.4156
2012-09-01,Yorkshire and The Humber,E12000003,127480.5472
2012-09-01,London,E12000007,302596.1267
2012-09-01,West Midlands Region,E12000005,145019.2891
2012-09-01,North East,E12000001,114276.4859
2012-09-01,East Midlands,E12000004,137049.2236
2012-09-01,East of England,E12000006,192796.9206
2012-09-01,North West,E12000002,126944.4105
2012-09-01,England and Wales,K04000001,173673.9531
2012-09-01,Great Britain,K03000001,168761.17
2012-09-01,United Kingdom,K02000001,166972.134
2012-10-01,Scotland,S92000003,122670.2213
2012-10-01,England,E92000001,176915.7613
2012-10-01,Wales,W92000004,126465.925
2012-10-01,North East,E12000001,114493.6914
