Date,Region_Name,Area_Code,Average_Price_SA
2002-05-01,East of England,E12000006,122448.4149
2002-05-01,East Midlands,E12000004,81650.98954
2002-05-01,London,E12000007,181327.0231
2002-05-01,Yorkshire and The Humber,E12000003,65344.38539
2002-05-01,South West,E12000009,118214.4543
2002-05-01,South East,E12000008,145808.1715
2002-05-01,North East,E12000001,58623.08305
2002-05-01,England and Wales,K04000001,101485.0985
2002-06-01,England,E92000001,105617.3122
2002-06-01,Wales,W92000004,68918.10956
2002-06-01,North West,E12000002,67452.89352
2002-06-01,North East,E12000001,59454.16176
2002-06-01,East Midlands,E12000004,83517.23456
2002-06-01,Yorkshire and The Humber,E12000003,67174.50691
2002-06-01,West Midlands Region,E12000005,89455.19679
2002-06-01,East of England,E12000006,124578.8301
2002-06-01,London,E12000007,184588.6879
2002-06-01,South East,E12000008,148169.4674
2002-06-01,South West,E12000009,121239.8849
2002-06-01,England and Wales,K04000001,103464.6902
2002-07-01,Wales,W92000004,68503.18109
2002-07-01,England,E92000001,107870.2931
2002-07-01,Yorkshire and The Humber,E12000003,68269.35385
2002-07-01,East of England,E12000006,127784.1029
2002-07-01,East Midlands,E12000004,86426.88558
2002-07-01,West Midlands Region,E12000005,90995.52166
2002-07-01,South West,E12000009,123998.8393
2002-07-01,North East,E12000001,60622.43607
2002-07-01,South East,E12000008,151693.1715
2002-07-01,London,E12000007,188085.4186
2002-07-01,North West,E12000002,68828.77583
2002-07-01,England and Wales,K04000001,105599.7797
2002-08-01,Wales,W92000004,70155.16493
2002-08-01,England,E92000001,110156.2548
2002-08-01,East Midlands,E12000004,88629.17887
2002-08-01,North West,E12000002,69650.39108
2002-08-01,East of England,E12000006,130558.3945
2002-08-01,Yorkshire and The Humber,E12000003,69681.01101
2002-08-01,London,E12000007,191971.367
2002-08-01,South East,E12000008,155424.9135
2002-08-01,South West,E12000009,127373.262
2002-08-01,West Midlands Region,E12000005,93016.16923
2002-08-01,North East,E12000001,62033.9185
2002-08-01,England and Wales,K04000001,107829.7237
2002-09-01,Wales,W92000004,70802.59907
2002-09-01,England,E92000001,112133.2203
2002-09-01,North East,E12000001,62927.55367
2002-09-01,London,E12000007,194920.9234
2002-09-01,East Midlands,E12000004,90063.99831
2002-09-01,East of England,E12000006,132555.222
2002-09-01,North West,E12000002,70371.91916
2002-09-01,South East,E12000008,158157.1328
2002-09-01,South West,E12000009,129912.5707
2002-09-01,West Midlands Region,E12000005,95500.09913
2002-09-01,Yorkshire and The Humber,E12000003,71111.54989
2002-09-01,England and Wales,K04000001,109778.7622
2002-10-01,Wales,W92000004,72681.04375
2002-10-01,England,E92000001,114595.3716
2002-10-01,North East,E12000001,64291.08333
2002-10-01,North West,E12000002,71541.297
2002-10-01,London,E12000007,198090.5859
2002-10-01,South West,E12000009,133003.4712
2002-10-01,East Midlands,E12000004,92640.86408
2002-10-01,South East,E12000008,161081.9309
2002-10-01,East of England,E12000006,136111.0992
2002-10-01,Yorkshire and The Humber,E12000003,72752.21088
2002-10-01,West Midlands Region,E12000005,97681.9473
2002-10-01,England and Wales,K04000001,112159.1202
2002-11-01,England,E92000001,117636.3088
2002-11-01,Wales,W92000004,74384.17085
2002-11-01,East Midlands,E12000004,95454.4042
2002-11-01,South East,E12000008,163945.584
2002-11-01,South West,E12000009,135965.932
2002-11-01,East of England,E12000006,139898.6328
2002-11-01,Yorkshire and The Humber,E12000003,75393.64358
2002-11-01,London,E12000007,201696.8731
2002-11-01,West Midlands Region,E12000005,99877.72918
2002-11-01,North West,E12000002,73728.80794
2002-11-01,North East,E12000001,66772.97331
2002-11-01,England and Wales,K04000001,115216.7049
2002-12-01,Wales,W92000004,75245.0911
2002-12-01,England,E92000001,119155.31
2002-12-01,East Midlands,E12000004,97357.8293
2002-12-01,East of England,E12000006,141402.1524
2002-12-01,Yorkshire and The Humber,E12000003,76314.7609
2002-12-01,West Midlands Region,E12000005,101819.0803
2002-12-01,North West,E12000002,74453.98732
2002-12-01,North East,E12000001,67747.14801
2002-12-01,London,E12000007,203496.7232
2002-12-01,South West,E12000009,138421.9205
2002-12-01,South East,E12000008,166517.8397
2002-12-01,England and Wales,K04000001,116622.9767
2003-01-01,Wales,W92000004,77889.379
2003-01-01,England,E92000001,122047.3738
2003-01-01,South West,E12000009,141438.4021
2003-01-01,South East,E12000008,169213.8547
2003-01-01,London,E12000007,206461.2622
2003-01-01,East Midlands,E12000004,100180.3985
2003-01-01,North West,E12000002,76383.41063
2003-01-01,West Midlands Region,E12000005,104896.4504
2003-01-01,East of England,E12000006,144832.6321
2003-01-01,Yorkshire and The Humber,E12000003,78592.50314
2003-01-01,North East,E12000001,67387.71438
2003-01-01,England and Wales,K04000001,119575.3129
2003-02-01,Wales,W92000004,79335.06829
2003-02-01,England,E92000001,123182.8569
2003-02-01,East Midlands,E12000004,102940.631
2003-02-01,Yorkshire and The Humber,E12000003,79138.323
2003-02-01,North West,E12000002,77304.96622
2003-02-01,South West,E12000009,142461.4878
2003-02-01,West Midlands Region,E12000005,105008.1
2003-02-01,London,E12000007,207454.7738
2003-02-01,South East,E12000008,170590.0727
2003-02-01,North East,E12000001,69568.35999
2003-02-01,East of England,E12000006,145982.0529
2003-02-01,England and Wales,K04000001,120699.139
2003-03-01,England,E92000001,124478.6086
2003-03-01,Wales,W92000004,80997.12402
2003-03-01,West Midlands Region,E12000005,107902.4897
2003-03-01,London,E12000007,207180.5477
2003-03-01,East Midlands,E12000004,102501.0335
2003-03-01,North West,E12000002,77851.85943
2003-03-01,East of England,E12000006,147238.4866
2003-03-01,South East,E12000008,172209.6018
2003-03-01,North East,E12000001,72069.61417
2003-03-01,Yorkshire and The Humber,E12000003,80632.92515
2003-03-01,South West,E12000009,144182.5526
2003-03-01,England and Wales,K04000001,121907.689
2003-04-01,England,E92000001,125932.2558
2003-04-01,Wales,W92000004,82326.9922
2003-04-01,South West,E12000009,145186.5201
2003-04-01,North East,E12000001,74015.1372
2003-04-01,North West,E12000002,80019.83549
2003-04-01,Yorkshire and The Humber,E12000003,82011.68012
2003-04-01,South East,E12000008,172863.9026
2003-04-01,West Midlands Region,E12000005,108560.6575
2003-04-01,East Midlands,E12000004,105563.3104
2003-04-01,East of England,E12000006,148683.9944
2003-04-01,London,E12000007,207204.2364
2003-04-01,England and Wales,K04000001,123453.8169
2003-05-01,Wales,W92000004,83652.35419
2003-05-01,England,E92000001,127311.2203
2003-05-01,East of England,E12000006,148977.2002
2003-05-01,Yorkshire and The Humber,E12000003,83718.49973
2003-05-01,West Midlands Region,E12000005,110308.3136
2003-05-01,East Midlands,E12000004,107377.7132
2003-05-01,London,E12000007,209028.0497
2003-05-01,South West,E12000009,146432.4022
2003-05-01,North West,E12000002,81611.81364
2003-05-01,North East,E12000001,75124.88777
2003-05-01,South East,E12000008,173448.0217
2003-05-01,England and Wales,K04000001,124869.5244
2003-06-01,England,E92000001,127874.5378
2003-06-01,Wales,W92000004,84786.58535
2003-06-01,Yorkshire and The Humber,E12000003,84955.64812
2003-06-01,London,E12000007,207326.3917
2003-06-01,South West,E12000009,147409.7048
2003-06-01,East of England,E12000006,148806.0941
2003-06-01,East Midlands,E12000004,108310.4357
2003-06-01,North West,E12000002,82839.84873
2003-06-01,North East,E12000001,76719.09973
2003-06-01,South East,E12000008,174555.3639
2003-06-01,West Midlands Region,E12000005,110327.759
2003-06-01,England and Wales,K04000001,125384.3353
2003-07-01,Wales,W92000004,86373.95351
2003-07-01,England,E92000001,129750.9654
2003-07-01,South East,E12000008,175596.2161
2003-07-01,South West,E12000009,148350.8866
2003-07-01,North East,E12000001,79246.79272
2003-07-01,East of England,E12000006,151689.3535
2003-07-01,East Midlands,E12000004,109405.9244
2003-07-01,Yorkshire and The Humber,E12000003,86976.85986
2003-07-01,West Midlands Region,E12000005,112477.5647
2003-07-01,London,E12000007,210278.5616
2003-07-01,North West,E12000002,84695.19636
2003-07-01,England and Wales,K04000001,127305.0312
2003-08-01,Wales,W92000004,88702.89937
2003-08-01,England,E92000001,130923.8784
2003-08-01,East Midlands,E12000004,111515.1195
2003-08-01,East of England,E12000006,151694.7255
2003-08-01,London,E12000007,209043.5986
2003-08-01,North West,E12000002,86826.8586
2003-08-01,North East,E12000001,80510.3935
2003-08-01,South East,E12000008,175383.1428
2003-08-01,South West,E12000009,149182.1578
2003-08-01,Yorkshire and The Humber,E12000003,88527.53573
2003-08-01,West Midlands Region,E12000005,114936.4348
2003-08-01,England and Wales,K04000001,128543.1755
2003-09-01,Wales,W92000004,90694.3812
2003-09-01,England,E92000001,131827.6963
2003-09-01,North East,E12000001,82644.70472
2003-09-01,East of England,E12000006,152334.0869
2003-09-01,London,E12000007,210687.375
2003-09-01,South West,E12000009,150290.9579
2003-09-01,East Midlands,E12000004,112859.2257
2003-09-01,West Midlands Region,E12000005,115232.0156
2003-09-01,North West,E12000002,87879.14508
2003-09-01,Yorkshire and The Humber,E12000003,89468.61012
2003-09-01,South East,E12000008,174481.7455
2003-09-01,England and Wales,K04000001,129596.2842
2003-10-01,Wales,W92000004,92242.08906
2003-10-01,England,E92000001,134449.8164
2003-10-01,East Midlands,E12000004,114746.3835
2003-10-01,East of England,E12000006,154228.1408
2003-10-01,West Midlands Region,E12000005,117617.3707
2003-10-01,Yorkshire and The Humber,E12000003,91778.89145
2003-10-01,South West,E12000009,152295.1659
2003-10-01,South East,E12000008,177974.5237
2003-10-01,London,E12000007,213537.6822
2003-10-01,North East,E12000001,85059.25936
2003-10-01,North West,E12000002,90425.73081
2003-10-01,England and Wales,K04000001,132073.0219
2003-11-01,England,E92000001,136026.2534
2003-11-01,Wales,W92000004,93185.63123
2003-11-01,South East,E12000008,179063.7056
2003-11-01,South West,E12000009,152796.4483
2003-11-01,North West,E12000002,92136.78604
2003-11-01,North East,E12000001,86400.71651
2003-11-01,Yorkshire and The Humber,E12000003,93663.31235
2003-11-01,East Midlands,E12000004,115878.8807
2003-11-01,London,E12000007,214911.7703
2003-11-01,West Midlands Region,E12000005,119707.6783
2003-11-01,East of England,E12000006,155344.7274
2003-11-01,England and Wales,K04000001,133715.5065
2003-12-01,England,E92000001,138044.3471
2003-12-01,Wales,W92000004,97681.59045
2003-12-01,East of England,E12000006,157222.7427
2003-12-01,North West,E12000002,94825.19966
2003-12-01,London,E12000007,216987.4001
2003-12-01,South East,E12000008,180269.7059
2003-12-01,West Midlands Region,E12000005,122250.3734
2003-12-01,South West,E12000009,156164.2478
2003-12-01,Yorkshire and The Humber,E12000003,96014.89471
2003-12-01,North East,E12000001,87362.3299
2003-12-01,East Midlands,E12000004,117033.5022
2003-12-01,England and Wales,K04000001,135831.3876
2004-01-01,Wales,W92000004,99136.66084
2004-01-01,England,E92000001,140191.0235
2004-01-01,Scotland,S92000003,82445.27657
2004-01-01,East Midlands,E12000004,119516.8547
2004-01-01,East of England,E12000006,159664.4934
2004-01-01,South East,E12000008,182253.5915
2004-01-01,South West,E12000009,158340.8421
2004-01-01,London,E12000007,218092.1643
2004-01-01,North East,E12000001,90759.45463
2004-01-01,West Midlands Region,E12000005,123356.4329
2004-01-01,North West,E12000002,96061.59284
2004-01-01,Yorkshire and The Humber,E12000003,96877.90844
2004-01-01,England and Wales,K04000001,138022.3897
2004-01-01,Great Britain,K03000001,134286.7304
2004-02-01,England,E92000001,141787.9431
2004-02-01,Wales,W92000004,100996.4736
2004-02-01,Scotland,S92000003,83870.6484
2004-02-01,East of England,E12000006,161411.6776
2004-02-01,Yorkshire and The Humber,E12000003,97742.59992
2004-02-01,West Midlands Region,E12000005,125037.5033
2004-02-01,South East,E12000008,184537.3308
2004-02-01,North East,E12000001,90068.29446
2004-02-01,North West,E12000002,98434.17782
2004-02-01,London,E12000007,220886.8518
2004-02-01,South West,E12000009,160116.8857
2004-02-01,East Midlands,E12000004,120879.9992
2004-02-01,England and Wales,K04000001,139592.217
2004-02-01,Great Britain,K03000001,136061.465
2004-03-01,Scotland,S92000003,84320.98564
2004-03-01,Wales,W92000004,103222.4306
2004-03-01,England,E92000001,143855.1196
2004-03-01,North East,E12000001,93260.45914
2004-03-01,East of England,E12000006,162926.8114
2004-03-01,West Midlands Region,E12000005,126715.4103
2004-03-01,East Midlands,E12000004,122224.1715
2004-03-01,London,E12000007,222980.562
2004-03-01,Yorkshire and The Humber,E12000003,101600.2048
2004-03-01,South West,E12000009,162092.9899
2004-03-01,North West,E12000002,99734.29856
2004-03-01,South East,E12000008,186030.1605
2004-03-01,England and Wales,K04000001,141486.2189
2004-03-01,Great Britain,K03000001,137728.4214
2004-04-01,England,E92000001,146841.0887
2004-04-01,Wales,W92000004,107162.8126
2004-04-01,Scotland,S92000003,85314.49888
2004-04-01,West Midlands Region,E12000005,129251.844
2004-04-01,North East,E12000001,97471.41806
2004-04-01,South West,E12000009,165139.5997
2004-04-01,Yorkshire and The Humber,E12000003,105460.9299
2004-04-01,North West,E12000002,103627.7728
2004-04-01,London,E12000007,224976.8998
2004-04-01,South East,E12000008,187308.3148
2004-04-01,East Midlands,E12000004,124812.5442
2004-04-01,East of England,E12000006,164841.9059
2004-04-01,England and Wales,K04000001,144685.9484
2004-04-01,Great Britain,K03000001,140774.1233
2004-05-01,England,E92000001,148961.053
2004-05-01,Scotland,S92000003,86069.56022
2004-05-01,Wales,W92000004,107741.5005
2004-05-01,East Midlands,E12000004,127024.4797
2004-05-01,London,E12000007,225776.86
2004-05-01,East of England,E12000006,165725.0502
2004-05-01,Yorkshire and The Humber,E12000003,107322.7591
2004-05-01,South West,E12000009,167607.1608
2004-05-01,West Midlands Region,E12000005,130840.6271
2004-05-01,North East,E12000001,99807.99738
2004-05-01,South East,E12000008,189392.0886
2004-05-01,North West,E12000002,106486.496
2004-05-01,England and Wales,K04000001,146769.7816
2004-05-01,Great Britain,K03000001,142726.7896
2004-06-01,Scotland,S92000003,88367.86152
2004-06-01,Wales,W92000004,112553.35
2004-06-01,England,E92000001,151729.089
2004-06-01,South West,E12000009,170508.9619
2004-06-01,East Midlands,E12000004,129444.0185
2004-06-01,East of England,E12000006,169259.4423
2004-06-01,Yorkshire and The Humber,E12000003,109936.2551
2004-06-01,West Midlands Region,E12000005,134400.601
2004-06-01,North East,E12000001,103400.3437
2004-06-01,South East,E12000008,191328.2589
2004-06-01,North West,E12000002,109292.0238
2004-06-01,London,E12000007,228463.3014
2004-06-01,England and Wales,K04000001,149589.2564
2004-06-01,Great Britain,K03000001,145365.6814
2004-07-01,Scotland,S92000003,90152.46596
2004-07-01,Wales,W92000004,115288.3699
2004-07-01,England,E92000001,153792.2764
2004-07-01,East of England,E12000006,170094.1072
2004-07-01,West Midlands Region,E12000005,136775.0243
2004-07-01,North East,E12000001,105309.8775
2004-07-01,North West,E12000002,112665.9328
2004-07-01,South East,E12000008,192926.5804
2004-07-01,South West,E12000009,172328.4857
2004-07-01,Yorkshire and The Humber,E12000003,111667.6466
2004-07-01,East Midlands,E12000004,130902.486
2004-07-01,London,E12000007,229748.7803
2004-07-01,England and Wales,K04000001,151728.5596
2004-07-01,Great Britain,K03000001,147365.9723
2004-08-01,England,E92000001,155531.4425
2004-08-01,Wales,W92000004,117496.9266
2004-08-01,Scotland,S92000003,90746.32259
2004-08-01,West Midlands Region,E12000005,137994.805
2004-08-01,London,E12000007,230871.2547
2004-08-01,South West,E12000009,173597.0152
2004-08-01,East of England,E12000006,171946.7462
2004-08-01,North East,E12000001,106775.238
2004-08-01,North West,E12000002,113763.4316
2004-08-01,East Midlands,E12000004,132510.2053
2004-08-01,Yorkshire and The Humber,E12000003,113402.9078
2004-08-01,South East,E12000008,195889.788
2004-08-01,England and Wales,K04000001,153501.3244
2004-08-01,Great Britain,K03000001,149076.9029
2004-09-01,Wales,W92000004,117773.8858
2004-09-01,Scotland,S92000003,90994.06989
2004-09-01,England,E92000001,156916.6022
2004-09-01,West Midlands Region,E12000005,139106.7343
2004-09-01,Yorkshire and The Humber,E12000003,115637.3712
2004-09-01,East Midlands,E12000004,135131.6881
2004-09-01,North East,E12000001,107677.0435
2004-09-01,London,E12000007,231713.9048
2004-09-01,North West,E12000002,115468.9497
2004-09-01,East of England,E12000006,173518.6379
2004-09-01,South East,E12000008,195594.7469
2004-09-01,South West,E12000009,175717.6972
2004-09-01,England and Wales,K04000001,154867.2384
2004-09-01,Great Britain,K03000001,150212.6752
2004-10-01,Scotland,S92000003,93598.05251
2004-10-01,Wales,W92000004,119735.7911
2004-10-01,England,E92000001,157808.3266
2004-10-01,London,E12000007,231107.3272
2004-10-01,South East,E12000008,196243.2997
2004-10-01,North East,E12000001,109263.9488
2004-10-01,North West,E12000002,116871.1119
2004-10-01,South West,E12000009,175711.2469
2004-10-01,Yorkshire and The Humber,E12000003,116255.6984
2004-10-01,West Midlands Region,E12000005,140688.6427
2004-10-01,East of England,E12000006,174375.6874
2004-10-01,East Midlands,E12000004,134794.8745
2004-10-01,England and Wales,K04000001,155758.48
2004-10-01,Great Britain,K03000001,151544.6098
2004-11-01,Scotland,S92000003,94638.96673
2004-11-01,England,E92000001,159094.9045
2004-11-01,Wales,W92000004,121387.3029
2004-11-01,Yorkshire and The Humber,E12000003,117000.1257
2004-11-01,West Midlands Region,E12000005,141184.7753
2004-11-01,North West,E12000002,118412.1778
2004-11-01,South East,E12000008,198159.9923
2004-11-01,South West,E12000009,177507.1707
2004-11-01,London,E12000007,234339.6691
2004-11-01,North East,E12000001,106658.3691
2004-11-01,East Midlands,E12000004,136416.6897
2004-11-01,East of England,E12000006,175151.8165
2004-11-01,England and Wales,K04000001,157116.7167
2004-11-01,Great Britain,K03000001,153060.6109
2004-12-01,Wales,W92000004,121952.161
2004-12-01,England,E92000001,158813.1154
2004-12-01,Scotland,S92000003,96575.20563
2004-12-01,East Midlands,E12000004,136540.242
2004-12-01,East of England,E12000006,174345.3576
2004-12-01,South East,E12000008,197294.4578
2004-12-01,South West,E12000009,176397.8009
2004-12-01,West Midlands Region,E12000005,141314.4186
2004-12-01,Yorkshire and The Humber,E12000003,118608.7449
2004-12-01,London,E12000007,230163.4503
2004-12-01,North West,E12000002,118393.2786
2004-12-01,North East,E12000001,110924.6945
2004-12-01,England and Wales,K04000001,156846.4606
2004-12-01,Great Britain,K03000001,152789.8468
2005-01-01,England,E92000001,159054.7525
2005-01-01,Wales,W92000004,124291.8734
2005-01-01,Scotland,S92000003,96570.52855
2005-01-01,North East,E12000001,111107.6043
2005-01-01,North West,E12000002,119537.5182
2005-01-01,London,E12000007,231697.8938
2005-01-01,East Midlands,E12000004,135561.576
2005-01-01,East of England,E12000006,175319.1828
2005-01-01,West Midlands Region,E12000005,140605.0569
2005-01-01,Yorkshire and The Humber,E12000003,119022.636
2005-01-01,South East,E12000008,195676.5498
2005-01-01,South West,E12000009,175738.5458
2005-01-01,England and Wales,K04000001,157309.7589
2005-01-01,Great Britain,K03000001,152480.2413
2005-01-01,United Kingdom,K02000001,151002.741
2005-02-01,England,E92000001,160047.1747
2005-02-01,Scotland,S92000003,98665.38578
2005-02-01,Wales,W92000004,121959.92
2005-02-01,West Midlands Region,E12000005,142580.1938
2005-02-01,East Midlands,E12000004,137486.2913
2005-02-01,North West,E12000002,119173.5989
2005-02-01,East of England,E12000006,174810.3719
2005-02-01,South West,E12000009,177927.1457
2005-02-01,London,E12000007,232517.8073
2005-02-01,South East,E12000008,197942.5204
2005-02-01,Yorkshire and The Humber,E12000003,120825.1838
2005-02-01,North East,E12000001,112108.3398
2005-02-01,England and Wales,K04000001,158033.5234
2005-02-01,Great Britain,K03000001,153551.0571
2005-02-01,United Kingdom,K02000001,151675.4388
2005-03-01,England,E92000001,160890.7981
2005-03-01,Wales,W92000004,124919.6187
2005-03-01,Scotland,S92000003,99288.57753
2005-03-01,East Midlands,E12000004,137737.4651
2005-03-01,North East,E12000001,112893.1725
2005-03-01,North West,E12000002,122473.4307
2005-03-01,East of England,E12000006,175175.4647
2005-03-01,South West,E12000009,176830.273
2005-03-01,South East,E12000008,198180.3233
2005-03-01,Yorkshire and The Humber,E12000003,122351.2776
2005-03-01,West Midlands Region,E12000005,142836.825
2005-03-01,London,E12000007,232952.4417
2005-03-01,England and Wales,K04000001,158871.4048
2005-03-01,Great Britain,K03000001,154331.3546
2005-03-01,United Kingdom,K02000001,152761.6281
2005-04-01,England,E92000001,160895.442
2005-04-01,Scotland,S92000003,101094.9241
2005-04-01,Wales,W92000004,124758.4954
2005-04-01,South East,E12000008,198808.1459
2005-04-01,South West,E12000009,176993.7124
2005-04-01,East Midlands,E12000004,138119.6351
2005-04-01,East of England,E12000006,174096.8511
2005-04-01,Yorkshire and The Humber,E12000003,120769.3816
2005-04-01,West Midlands Region,E12000005,143019.0952
2005-04-01,North West,E12000002,122236.4295
2005-04-01,London,E12000007,234483.4277
2005-04-01,North East,E12000001,113281.7212
2005-04-01,England and Wales,K04000001,158914.2716
2005-04-01,Great Britain,K03000001,154571.871
2005-04-01,United Kingdom,K02000001,153092.342
2005-05-01,England,E92000001,161781.4373
2005-05-01,Wales,W92000004,126172.5392
2005-05-01,Scotland,S92000003,101363.3366
2005-05-01,East Midlands,E12000004,138723.4295
2005-05-01,East of England,E12000006,176192.506
2005-05-01,London,E12000007,234156.1131
2005-05-01,North East,E12000001,114379.1198
2005-05-01,North West,E12000002,124031.5528
2005-05-01,South West,E12000009,177040.1494
2005-05-01,South East,E12000008,198177.748
2005-05-01,Yorkshire and The Humber,E12000003,122673.3158
2005-05-01,West Midlands Region,E12000005,142953.2703
2005-05-01,England and Wales,K04000001,159923.3497
2005-05-01,Great Britain,K03000001,155533.339
2005-05-01,United Kingdom,K02000001,153795.8783
2005-06-01,Scotland,S92000003,103526.1067
2005-06-01,Wales,W92000004,125978.9709
2005-06-01,England,E92000001,162127.4131
2005-06-01,North East,E12000001,114982.6986
2005-06-01,London,E12000007,234244.7881
2005-06-01,East Midlands,E12000004,138023.5483
2005-06-01,East of England,E12000006,177280.234
2005-06-01,Yorkshire and The Humber,E12000003,123317.5683
2005-06-01,South East,E12000008,198412.2007
2005-06-01,South West,E12000009,176761.887
2005-06-01,West Midlands Region,E12000005,144308.1542
2005-06-01,North West,E12000002,125023.2619
2005-06-01,England and Wales,K04000001,160207.0583
2005-06-01,Great Britain,K03000001,155916.3048
2005-06-01,United Kingdom,K02000001,154382.588
2005-07-01,Scotland,S92000003,105239.03
2005-07-01,England,E92000001,162675.3352
2005-07-01,Wales,W92000004,128392.1663
2005-07-01,South East,E12000008,198441.1138
2005-07-01,South West,E12000009,177763.6964
2005-07-01,North West,E12000002,125590.948
2005-07-01,East Midlands,E12000004,138369.5974
2005-07-01,East of England,E12000006,176886.2083
2005-07-01,North East,E12000001,116215.5322
2005-07-01,West Midlands Region,E12000005,145427.6185
2005-07-01,London,E12000007,233106.5773
2005-07-01,Yorkshire and The Humber,E12000003,124307.2914
2005-07-01,England and Wales,K04000001,160865.535
2005-07-01,Great Britain,K03000001,156579.592
2005-07-01,United Kingdom,K02000001,155192.4162
2005-08-01,England,E92000001,163160.2895
2005-08-01,Wales,W92000004,128301.3414
2005-08-01,Scotland,S92000003,105865.1119
2005-08-01,East of England,E12000006,176181.7673
2005-08-01,East Midlands,E12000004,138790.2982
2005-08-01,South East,E12000008,198680.6205
2005-08-01,South West,E12000009,177451.7706
2005-08-01,North West,E12000002,126670.82
2005-08-01,West Midlands Region,E12000005,145506.6404
2005-08-01,North East,E12000001,117906.8816
2005-08-01,Yorkshire and The Humber,E12000003,125110.7271
2005-08-01,London,E12000007,233790.8652
2005-08-01,England and Wales,K04000001,161339.3984
2005-08-01,Great Britain,K03000001,157024.5612
2005-08-01,United Kingdom,K02000001,155793.5948
2005-09-01,Scotland,S92000003,107643.8127
2005-09-01,England,E92000001,163673.7097
2005-09-01,Wales,W92000004,129506.5269
2005-09-01,Yorkshire and The Humber,E12000003,126205.0596
2005-09-01,West Midlands Region,E12000005,145546.3139
2005-09-01,South East,E12000008,198829.7642
2005-09-01,South West,E12000009,177944.2839
2005-09-01,North East,E12000001,118072.8246
2005-09-01,North West,E12000002,127718.8946
2005-09-01,London,E12000007,234168.7099
2005-09-01,East Midlands,E12000004,139323.1627
2005-09-01,East of England,E12000006,177330.6564
2005-09-01,England and Wales,K04000001,161906.3342
2005-09-01,Great Britain,K03000001,157600.4212
2005-09-01,United Kingdom,K02000001,156348.4001
2005-10-01,England,E92000001,164057.4072
2005-10-01,Scotland,S92000003,107964.838
2005-10-01,Wales,W92000004,130261.4392
2005-10-01,North West,E12000002,128081.515
2005-10-01,West Midlands Region,E12000005,145896.0019
2005-10-01,London,E12000007,233125.0156
2005-10-01,North East,E12000001,118563.4597
2005-10-01,East Midlands,E12000004,140369.877
2005-10-01,East of England,E12000006,177027.2835
2005-10-01,South West,E12000009,178541.8814
2005-10-01,Yorkshire and The Humber,E12000003,127087.1531
2005-10-01,South East,E12000008,197881.2232
2005-10-01,England and Wales,K04000001,162279.8213
2005-10-01,Great Britain,K03000001,158145.8258
2005-10-01,United Kingdom,K02000001,156929.2879
2005-11-01,Wales,W92000004,129409.6277
2005-11-01,Scotland,S92000003,108641.4293
2005-11-01,England,E92000001,165074.974
2005-11-01,South East,E12000008,199108.8332
2005-11-01,London,E12000007,236572.3065
2005-11-01,South West,E12000009,179033.391
2005-11-01,North West,E12000002,128712.5447
2005-11-01,Yorkshire and The Humber,E12000003,127731.0521
2005-11-01,West Midlands Region,E12000005,147246.7674
2005-11-01,East Midlands,E12000004,140521.9758
2005-11-01,East of England,E12000006,177393.8872
2005-11-01,North East,E12000001,120011.7135
2005-11-01,England and Wales,K04000001,163175.4076
2005-11-01,Great Britain,K03000001,159190.7718
2005-11-01,United Kingdom,K02000001,158053.059
2005-12-01,Scotland,S92000003,110348.4513
2005-12-01,Wales,W92000004,129525.4698
2005-12-01,England,E92000001,166043.354
2005-12-01,West Midlands Region,E12000005,147458.0307
2005-12-01,South West,E12000009,180567.7606
2005-12-01,South East,E12000008,200223.3791
2005-12-01,North East,E12000001,120448.1708
2005-12-01,North West,E12000002,130592.1058
2005-12-01,East Midlands,E12000004,140923.7162
2005-12-01,London,E12000007,238504.7233
2005-12-01,East of England,E12000006,178885.0726
2005-12-01,Yorkshire and The Humber,E12000003,128404.5151
2005-12-01,England and Wales,K04000001,164120.0441
2005-12-01,Great Britain,K03000001,160023.3344
2005-12-01,United Kingdom,K02000001,158863.0283
2006-01-01,Scotland,S92000003,111693.078
2006-01-01,England,E92000001,167043.0733
2006-01-01,Wales,W92000004,130641.0213
2006-01-01,North East,E12000001,122498.6333
2006-01-01,London,E12000007,239209.5462
2006-01-01,East of England,E12000006,179045.7873
2006-01-01,South West,E12000009,181214.4908
2006-01-01,South East,E12000008,201236.3744
2006-01-01,Yorkshire and The Humber,E12000003,130173.9872
2006-01-01,West Midlands Region,E12000005,148142.1192
2006-01-01,East Midlands,E12000004,140869.437
2006-01-01,North West,E12000002,130771.5323
2006-01-01,England and Wales,K04000001,165199.2787
2006-01-01,Great Britain,K03000001,161535.2977
2006-01-01,United Kingdom,K02000001,160371.1758
2006-02-01,England,E92000001,168295.033
2006-02-01,Wales,W92000004,133061.5191
2006-02-01,Scotland,S92000003,112359.3503
2006-02-01,West Midlands Region,E12000005,149695.4744
2006-02-01,Yorkshire and The Humber,E12000003,131254.7383
2006-02-01,South East,E12000008,203446.2111
2006-02-01,East Midlands,E12000004,141562.0848
2006-02-01,East of England,E12000006,180518.5332
2006-02-01,London,E12000007,240363.5137
2006-02-01,South West,E12000009,182303.927
2006-02-01,North East,E12000001,122467.8231
2006-02-01,North West,E12000002,132912.1355
2006-02-01,England and Wales,K04000001,166432.6565
2006-02-01,Great Britain,K03000001,162869.1094
2006-02-01,United Kingdom,K02000001,161476.8603
2006-03-01,England,E92000001,169317.5732
2006-03-01,Wales,W92000004,136422.5471
